"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Douglas County","43","Armour","South Dakota","46","0046","043"
"Edmunds County","45","Ipswich","South Dakota","46","0046","045"
"Fall River County","47","Hot Springs","South Dakota","46","0046","047"
"Faulk County","49","Faulkton","South Dakota","46","0046","049"
"Grant County","51","Milbank","South Dakota","46","0046","051"
"Gregory County","53","Burke","South Dakota","46","0046","053"
"Haakon County","55","Philip","South Dakota","46","0046","055"
"Hamlin County","57","Hayti","South Dakota","46","0046","057"
"Hand County","59","Miller","South Dakota","46","0046","059"
"Hanson County","61","Alexandria","South Dakota","46","0046","061"
"Harding County","63","Buffalo","South Dakota","46","0046","063"
"Hughes County","65","Pierre","South Dakota","46","0046","065"
"Hutchinson County","67","Olivet","South Dakota","46","0046","067"
"Hyde County","69","Highmore","South Dakota","46","0046","069"
"Jackson County","71","Kadoka","South Dakota","46","0046","071"
"Jerauld County","73","Wessington Springs","South Dakota","46","0046","073"
"Jones County","75","Murdo","South Dakota","46","0046","075"
"Kingsbury County","77","De Smet","South Dakota","46","0046","077"
"Lake County","79","Madison","South Dakota","46","0046","079"
"Lawrence County","81","Deadwood","South Dakota","46","0046","081"
"Lincoln County","83","Canton","South Dakota","46","0046","083"
"Lyman County","85","Kennebec","South Dakota","46","0046","085"
"Marshall County","91","Britton","South Dakota","46","0046","091"
"McCook County","87","Salem","South Dakota","46","0046","087"
"McPherson County","89","Leola","South Dakota","46","0046","089"
"Meade County","93","Sturgis","South Dakota","46","0046","093"
"Mellette County","95","White River","South Dakota","46","0046","095"
"Miner County","97","Howard","South Dakota","46","0046","097"
"Minnehaha County","99","Sioux Falls","South Dakota","46","0046","099"
"Moody County","101","Flandreau","South Dakota","46","0046","101"
"Oglala Lakota County","102","","South Dakota","46","0046","102"
"Pennington County","103","Rapid City","South Dakota","46","0046","103"
"Perkins County","105","Bison","South Dakota","46","0046","105"
"Potter County","107","Gettysburg","South Dakota","46","0046","107"
"Roberts County","109","Sisseton","South Dakota","46","0046","109"
"Sanborn County","111","Woonsocket","South Dakota","46","0046","111"
"Spink County","115","Redfield","South Dakota","46","0046","115"
"Stanley County","117","Fort Pierre","South Dakota","46","0046","117"
"Sully County","119","Onida","South Dakota","46","0046","119"
"Todd County","121","","South Dakota","46","0046","121"
"Tripp County","123","Winner","South Dakota","46","0046","123"
"Turner County","125","Parker","South Dakota","46","0046","125"
"Union County","127","Elk Point","South Dakota","46","0046","127"
"Walworth County","129","Selby","South Dakota","46","0046","129"
"Yankton County","135","Yankton","South Dakota","46","0046","135"
"Ziebach County","137","Dupree","South Dakota","46","0046","137"
"Anderson County","1","Clinton","Tennessee","47","0047","001"
"Bedford County","3","Shelbyville","Tennessee","47","0047","003"
"Benton County","5","Camden","Tennessee","47","0047","005"
"Bledsoe County","7","Pikeville","Tennessee","47","0047","007"
"Blount County","9","Maryville","Tennessee","47","0047","009"
"Bradley County","11","Cleveland","Tennessee","47","0047","011"
"Campbell County","13","Jacksboro","Tennessee","47","0047","013"
"Cannon County","15","Woodbury","Tennessee","47","0047","015"
"Carroll County","17","Huntingdon","Tennessee","47","0047","017"
"Carter County","19","Elizabethton","Tennessee","47","0047","019"
"Cheatham County","21","Ashland City","Tennessee","47","0047","021"
"Chester County","23","Henderson","Tennessee","47","0047","023"
"Claiborne County","25","Tazewell","Tennessee","47","0047","025"
"Clay County","27","Celina","Tennessee","47","0047","027"
"Cocke County","29","Newport","Tennessee","47","0047","029"
"Coffee County","31","Manchester","Tennessee","47","0047","031"
"Crockett County","33","Alamo","Tennessee","47","0047","033"
"Cumberland County","35","Crossville","Tennessee","47","0047","035"
"Davidson County","37","Nashville","Tennessee","47","0047","037"
"Decatur County","39","Decaturville","Tennessee","47","0047","039"
"DeKalb County","41","Smithville","Tennessee","47","0047","041"
"Dickson County","43","Charlotte","Tennessee","47","0047","043"
"Dyer County","45","Dyersburg","Tennessee","47","0047","045"
"Fayette County","47","Somerville","Tennessee","47","0047","047"
"Fentress County","49","Jamestown","Tennessee","47","0047","049"
"Franklin County","51","Winchester","Tennessee","47","0047","051"
"Gibson County","53","Trenton","Tennessee","47","0047","053"
"Giles County","55","Pulaski","Tennessee","47","0047","055"
"Grainger County","57","Rutledge","Tennessee","47","0047","057"
"Greene County","59","Greeneville","Tennessee","47","0047","059"
"Grundy County","61","Altamont","Tennessee","47","0047","061"
"Hamblen County","63","Morristown","Tennessee","47","0047","063"
"Hamilton County","65","Chattanooga","Tennessee","47","0047","065"
"Hancock County","67","Sneedville","Tennessee","47","0047","067"
"Hardeman County","69","Bolivar","Tennessee","47","0047","069"
"Hardin County","71","Savannah","Tennessee","47","0047","071"
"Hawkins County","73","Rogersville","Tennessee","47","0047","073"
"Haywood County","75","Brownsville","Tennessee","47","0047","075"
"Henderson County","77","Lexington","Tennessee","47","0047","077"
"Henry County","79","Paris","Tennessee","47","0047","079"
"Hickman County","81","Centerville","Tennessee","47","0047","081"
"Houston County","83","Erin","Tennessee","47","0047","083"
"Humphreys County","85","Waverly","Tennessee","47","0047","085"
"Jackson County","87","Gainesboro","Tennessee","47","0047","087"
"Jefferson County","89","Dandridge","Tennessee","47","0047","089"
"Johnson County","91","Mountain City","Tennessee","47","0047","091"
"Knox County","93","Knoxville","Tennessee","47","0047","093"
"Lake County","95","Tiptonville","Tennessee","47","0047","095"
"Lauderdale County","97","Ripley","Tennessee","47","0047","097"
"Lawrence County","99","Lawrenceburg","Tennessee","47","0047","099"
"Lewis County","101","Hohenwald","Tennessee","47","0047","101"
"Lincoln County","103","Fayetteville","Tennessee","47","0047","103"
"Loudon County","105","Loudon","Tennessee","47","0047","105"
"Macon County","111","Lafayette","Tennessee","47","0047","111"
"Madison County","113","Jackson","Tennessee","47","0047","113"
"Marion County","115","Jasper","Tennessee","47","0047","115"
"Marshall County","117","Lewisburg","Tennessee","47","0047","117"
"Maury County","119","Columbia","Tennessee","47","0047","119"
"McMinn County","107","Athens","Tennessee","47","0047","107"
"McNairy County","109","Selmer","Tennessee","47","0047","109"
"Meigs County","121","Decatur","Tennessee","47","0047","121"
"Monroe County","123","Madisonville","Tennessee","47","0047","123"
"Montgomery County","125","Clarksville","Tennessee","47","0047","125"
"Moore County","127","Lynchburg","Tennessee","47","0047","127"
"Morgan County","129","Wartburg","Tennessee","47","0047","129"
"Obion County","131","Union City","Tennessee","47","0047","131"
"Overton County","133","Livingston","Tennessee","47","0047","133"
"Perry County","135","Linden","Tennessee","47","0047","135"
"Pickett County","137","Byrdstown","Tennessee","47","0047","137"
"Polk County","139","Benton","Tennessee","47","0047","139"
"Putnam County","141","Cookeville","Tennessee","47","0047","141"
"Rhea County","143","Dayton","Tennessee","47","0047","143"
"Roane County","145","Kingston","Tennessee","47","0047","145"
"Robertson County","147","Springfield","Tennessee","47","0047","147"
"Rutherford County","149","Murfreesboro","Tennessee","47","0047","149"
"Scott County","151","Huntsville","Tennessee","47","0047","151"
"Sequatchie County","153","Dunlap","Tennessee","47","0047","153"
"Sevier County","155","Sevierville","Tennessee","47","0047","155"
"Shelby County","157","Memphis","Tennessee","47","0047","157"
"Smith County","159","Carthage","Tennessee","47","0047","159"
"Stewart County","161","Dover","Tennessee","47","0047","161"
"Sullivan County","163","Blountville","Tennessee","47","0047","163"
"Sumner County","165","Gallatin","Tennessee","47","0047","165"
"Tipton County","167","Covington","Tennessee","47","0047","167"
"Trousdale County","169","Hartsville","Tennessee","47","0047","169"
"Unicoi County","171","Erwin","Tennessee","47","0047","171"
"Union County","173","Maynardville","Tennessee","47","0047","173"
"Van Buren County","175","Spencer","Tennessee","47","0047","175"
"Warren County","177","McMinnville","Tennessee","47","0047","177"
"Washington County","179","Jonesborough","Tennessee","47","0047","179"
"Wayne County","181","Waynesboro","Tennessee","47","0047","181"
"Weakley County","183","Dresden","Tennessee","47","0047","183"
"White County","185","Sparta","Tennessee","47","0047","185"
"Williamson County","187","Franklin","Tennessee","47","0047","187"
"Wilson County","189","Lebanon","Tennessee","47","0047","189"
"Anderson County","1","Palestine","Texas","48","0048","001"
"Andrews County","3","Andrews","Texas","48","0048","003"
"Angelina County","5","Lufkin","Texas","48","0048","005"
"Aransas County","7","Rockport","Texas","48","0048","007"
"Archer County","9","Archer City","Texas","48","0048","009"
"Armstrong County","11","Claude","Texas","48","0048","011"
"Atascosa County","13","Jourdanton","Texas","48","0048","013"
"Austin County","15","Bellville","Texas","48","0048","015"
"Bailey County","17","Muleshoe","Texas","48","0048","017"
"Bandera County","19","Bandera","Texas","48","0048","019"
"Bastrop County","21","Bastrop","Texas","48","0048","021"
"Baylor County","23","Seymour","Texas","48","0048","023"
"Bee County","25","Beeville","Texas","48","0048","025"
"Bell County","27","Belton","Texas","48","0048","027"
"Bexar County","29","San Antonio","Texas","48","0048","029"
"Blanco County","31","Johnson City","Texas","48","0048","031"
"Borden County","33","Gail","Texas","48","0048","033"
"Bosque County","35","Meridian","Texas","48","0048","035"
"Bowie County","37","Boston","Texas","48","0048","037"
"Brazoria County","39","Angleton","Texas","48","0048","039"
"Brazos County","41","Bryan","Texas","48","0048","041"
"Brewster County","43","Alpine","Texas","48","0048","043"
"Briscoe County","45","Silverton","Texas","48","0048","045"
"Brooks County","47","Falfurrias","Texas","48","0048","047"
"Brown County","49","Brownwood","Texas","48","0048","049"
"Burleson County","51","Caldwell","Texas","48","0048","051"
"Burnet County","53","Burnet","Texas","48","0048","053"
"Caldwell County","55","Lockhart","Texas","48","0048","055"
"Calhoun County","57","Port Lavaca","Texas","48","0048","057"
"Callahan County","59","Baird","Texas","48","0048","059"
"Cameron County","61","Brownsville","Texas","48","0048","061"
"Camp County","63","Pittsburg","Texas","48","0048","063"
"Carson County","65","Panhandle","Texas","48","0048","065"
"Cass County","67","Linden","Texas","48","0048","067"
"Castro County","69","Dimmitt","Texas","48","0048","069"
"Chambers County","71","Anahuac","Texas","48","0048","071"
"Cherokee County","73","Rusk","Texas","48","0048","073"
"Childress County","75","Childress","Texas","48","0048","075"
"Clay County","77","Henrietta","Texas","48","0048","077"
"Cochran County","79","Morton","Texas","48","0048","079"
"Coke County","81","Robert Lee","Texas","48","0048","081"
"Coleman County","83","Coleman","Texas","48","0048","083"
"Collin County","85","McKinney","Texas","48","0048","085"
"Collingsworth County","87","Wellington","Texas","48","0048","087"
"Colorado County","89","Columbus","Texas","48","0048","089"
"Comal County","91","New Braunfels","Texas","48","0048","091"
"Comanche County","93","Comanche","Texas","48","0048","093"
"Concho County","95","Paint Rock","Texas","48","0048","095"
"Cooke County","97","Gainesville","Texas","48","0048","097"
"Coryell County","99","Gatesville","Texas","48","0048","099"
"Cottle County","101","Paducah","Texas","48","0048","101"
"Crane County","103","Crane","Texas","48","0048","103"
"Crockett County","105","Ozona","Texas","48","0048","105"
"Crosby County","107","Crosbyton","Texas","48","0048","107"
"Culberson County","109","Van Horn","Texas","48","0048","109"
"Dallam County","111","Dalhart","Texas","48","0048","111"
"Dallas County","113","Dallas","Texas","48","0048","113"
"Dawson County","115","Lamesa","Texas","48","0048","115"
"Deaf Smith County","117","Hereford","Texas","48","0048","117"
"Delta County","119","Cooper","Texas","48","0048","119"
"Denton County","121","Denton","Texas","48","0048","121"
"DeWitt County","123","Cuero","Texas","48","0048","123"
"Dickens County","125","Dickens","Texas","48","0048","125"
"Dimmit County","127","Carrizo Springs","Texas","48","0048","127"
"Donley County","129","Clarendon","Texas","48","0048","129"
"Duval County","131","San Diego","Texas","48","0048","131"
"Eastland County","133","Eastland","Texas","48","0048","133"
"Ector County","135","Odessa","Texas","48","0048","135"
"Edwards County","137","Rocksprings","Texas","48","0048","137"
"Ellis County","139","Waxahachie","Texas","48","0048","139"
"El Paso County","141","El Paso","Texas","48","0048","141"
"Erath County","143","Stephenville","Texas","48","0048","143"
"Falls County","145","Marlin","Texas","48","0048","145"
"Fannin County","147","Bonham","Texas","48","0048","147"
"Fayette County","149","La Grange","Texas","48","0048","149"
"Fisher County","151","Roby","Texas","48","0048","151"
"Floyd County","153","Floydada","Texas","48","0048","153"
"Foard County","155","Crowell","Texas","48","0048","155"
"Fort Bend County","157","Richmond","Texas","48","0048","157"
"Franklin County","159","Mount Vernon","Texas","48","0048","159"
"Freestone County","161","Fairfield","Texas","48","0048","161"
"Frio County","163","Pearsall","Texas","48","0048","163"
"Gaines County","165","Seminole","Texas","48","0048","165"
"Galveston County","167","Galveston","Texas","48","0048","167"
"Garza County","169","Post","Texas","48","0048","169"
"Gillespie County","171","Fredericksburg","Texas","48","0048","171"
"Glasscock County","173","Garden City","Texas","48","0048","173"
"Goliad County","175","Goliad","Texas","48","0048","175"
"Gonzales County","177","Gonzales","Texas","48","0048","177"
"Gray County","179","Pampa","Texas","48","0048","179"
"Grayson County","181","Sherman","Texas","48","0048","181"
"Gregg County","183","Longview","Texas","48","0048","183"
"Grimes County","185","Anderson","Texas","48","0048","185"
"Guadalupe County","187","Seguin","Texas","48","0048","187"
"Hale County","189","Plainview","Texas","48","0048","189"
"Hall County","191","Memphis","Texas","48","0048","191"
"Hamilton County","193","Hamilton","Texas","48","0048","193"
"Hansford County","195","Spearman","Texas","48","0048","195"
"Hardeman County","197","Quanah","Texas","48","0048","197"
"Hardin County","199","Kountze","Texas","48","0048","199"
"Harris County","201","Houston","Texas","48","0048","201"
"Harrison County","203","Marshall","Texas","48","0048","203"
"Hartley County","205","Channing","Texas","48","0048","205"
"Haskell County","207","Haskell","Texas","48","0048","207"
"Hays County","209","San Marcos","Texas","48","0048","209"
"Hemphill County","211","Canadian","Texas","48","0048","211"
"Henderson County","213","Athens","Texas","48","0048","213"
"Hidalgo County","215","Edinburg","Texas","48","0048","215"
"Hill County","217","Hillsboro","Texas","48","0048","217"
"Hockley County","219","Levelland","Texas","48","0048","219"
"Hood County","221","Granbury","Texas","48","0048","221"
"Hopkins County","223","Sulphur Springs","Texas","48","0048","223"
"Houston County","225","Crockett","Texas","48","0048","225"
"Howard County","227","Big Spring","Texas","48","0048","227"
"Hudspeth County","229","Sierra Blanca","Texas","48","0048","229"
"Hunt County","231","Greenville","Texas","48","0048","231"
"Hutchinson County","233","Stinnett","Texas","48","0048","233"
"Irion County","235","Mertzon","Texas","48","0048","235"
"Jack County","237","Jacksboro","Texas","48","0048","237"
"Jackson County","239","Edna","Texas","48","0048","239"
"Jasper County","241","Jasper","Texas","48","0048","241"
"Jeff Davis County","243","Fort Davis","Texas","48","0048","243"
"Jefferson County","245","Beaumont","Texas","48","0048","245"
"Jim Hogg County","247","Hebbronville","Texas","48","0048","247"
"Jim Wells County","249","Alice","Texas","48","0048","249"
"Johnson County","251","Cleburne","Texas","48","0048","251"
"Jones County","253","Anson","Texas","48","0048","253"
"Karnes County","255","Karnes City","Texas","48","0048","255"
"Kaufman County","257","Kaufman","Texas","48","0048","257"
"Kendall County","259","Boerne","Texas","48","0048","259"
"Kenedy County","261","Sarita","Texas","48","0048","261"
"Kent County","263","Jayton","Texas","48","0048","263"
"Kerr County","265","Kerrville","Texas","48","0048","265"
"Kimble County","267","Junction","Texas","48","0048","267"
"King County","269","Guthrie","Texas","48","0048","269"
"Kinney County","271","Brackettville","Texas","48","0048","271"
"Kleberg County","273","Kingsville","Texas","48","0048","273"
"Knox County","275","Benjamin","Texas","48","0048","275"
"Lamar County","277","Paris","Texas","48","0048","277"
"Lamb County","279","Littlefield","Texas","48","0048","279"
"Lampasas County","281","Lampasas","Texas","48","0048","281"
"La Salle County","283","Cotulla","Texas","48","0048","283"
"Lavaca County","285","Hallettsville","Texas","48","0048","285"
"Lee County","287","Giddings","Texas","48","0048","287"
"Leon County","289","Centerville","Texas","48","0048","289"
"Liberty County","291","Liberty","Texas","48","0048","291"
"Limestone County","293","Groesbeck","Texas","48","0048","293"
"Lipscomb County","295","Lipscomb","Texas","48","0048","295"
"Live Oak County","297","George West","Texas","48","0048","297"
"Llano County","299","Llano","Texas","48","0048","299"
"Loving County","301","Mentone","Texas","48","0048","301"
"Lubbock County","303","Lubbock","Texas","48","0048","303"
"Lynn County","305","Tahoka","Texas","48","0048","305"
"McCulloch County","307","Brady","Texas","48","0048","307"
"McLennan County","309","Waco","Texas","48","0048","309"
"McMullen County","311","Tilden","Texas","48","0048","311"
"Madison County","313","Madisonville","Texas","48","0048","313"
"Marion County","315","Jefferson","Texas","48","0048","315"
"Martin County","317","Stanton","Texas","48","0048","317"
"Mason County","319","Mason","Texas","48","0048","319"
"Matagorda County","321","Bay City","Texas","48","0048","321"
"Maverick County","323","Eagle Pass","Texas","48","0048","323"
"Medina County","325","Hondo","Texas","48","0048","325"
"Menard County","327","Menard","Texas","48","0048","327"
"Midland County","329","Midland","Texas","48","0048","329"
"Milam County","331","Cameron","Texas","48","0048","331"
"Mills County","333","Goldthwaite","Texas","48","0048","333"
"Mitchell County","335","Colorado City","Texas","48","0048","335"
"Montague County","337","Montague","Texas","48","0048","337"
"Montgomery County","339","Conroe","Texas","48","0048","339"
"Moore County","341","Dumas","Texas","48","0048","341"
"Morris County","343","Daingerfield","Texas","48","0048","343"
"Motley County","345","Matador","Texas","48","0048","345"
"Nacogdoches County","347","Nacogdoches","Texas","48","0048","347"
"Navarro County","349","Corsicana","Texas","48","0048","349"
"Newton County","351","Newton","Texas","48","0048","351"
"Nolan County","353","Sweetwater","Texas","48","0048","353"
"Nueces County","355","Corpus Christi","Texas","48","0048","355"
"Ochiltree County","357","Perryton","Texas","48","0048","357"
"Oldham County","359","Vega","Texas","48","0048","359"
"Orange County","361","Orange","Texas","48","0048","361"
"Palo Pinto County","363","Palo Pinto","Texas","48","0048","363"
"Panola County","365","Carthage","Texas","48","0048","365"
"Parker County","367","Weatherford","Texas","48","0048","367"
"Parmer County","369","Farwell","Texas","48","0048","369"
"Pecos County","371","Fort Stockton","Texas","48","0048","371"
"Polk County","373","Livingston","Texas","48","0048","373"
"Potter County","375","Amarillo","Texas","48","0048","375"
"Presidio County","377","Marfa","Texas","48","0048","377"
"Rains County","379","Emory","Texas","48","0048","379"
"Randall County","381","Canyon","Texas","48","0048","381"
"Reagan County","383","Big Lake","Texas","48","0048","383"
"Real County","385","Leakey","Texas","48","0048","385"
"Red River County","387","Clarksville","Texas","48","0048","387"
"Reeves County","389","Pecos","Texas","48","0048","389"
"Refugio County","391","Refugio","Texas","48","0048","391"
"Roberts County","393","Miami","Texas","48","0048","393"
"Robertson County","395","Franklin","Texas","48","0048","395"
"Rockwall County","397","Rockwall","Texas","48","0048","397"
"Runnels County","399","Ballinger","Texas","48","0048","399"
"Rusk County","401","Henderson","Texas","48","0048","401"
"Sabine County","403","Hemphill","Texas","48","0048","403"
"San Augustine County","405","San Augustine","Texas","48","0048","405"
"San Jacinto County","407","Coldspring","Texas","48","0048","407"
"San Patricio County","409","Sinton","Texas","48","0048","409"
"San Saba County","411","San Saba","Texas","48","0048","411"
"Schleicher County","413","Eldorado","Texas","48","0048","413"
"Scurry County","415","Snyder","Texas","48","0048","415"
"Shackelford County","417","Albany","Texas","48","0048","417"
"Shelby County","419","Center","Texas","48","0048","419"
"Sherman County","421","Stratford","Texas","48","0048","421"
"Smith County","423","Tyler","Texas","48","0048","423"
"Somervell County","425","Glen Rose","Texas","48","0048","425"
"Starr County","427","Rio Grande City","Texas","48","0048","427"
"Stephens County","429","Breckenridge","Texas","48","0048","429"
"Sterling County","431","Sterling City","Texas","48","0048","431"
"Stonewall County","433","Aspermont","Texas","48","0048","433"
"Sutton County","435","Sonora","Texas","48","0048","435"
"Swisher County","437","Tulia","Texas","48","0048","437"
"Tarrant County","439","Fort Worth","Texas","48","0048","439"
"Taylor County","441","Abilene","Texas","48","0048","441"
"Terrell County","443","Sanderson","Texas","48","0048","443"
"Terry County","445","Brownfield","Texas","48","0048","445"
"Throckmorton County","447","Throckmorton","Texas","48","0048","447"
"Titus County","449","Mount Pleasant","Texas","48","0048","449"
"Tom Green County","451","San Angelo","Texas","48","0048","451"
"Travis County","453","Austin","Texas","48","0048","453"
"Trinity County","455","Groveton","Texas","48","0048","455"
"Tyler County","457","Woodville","Texas","48","0048","457"
"Upshur County","459","Gilmer","Texas","48","0048","459"
"Upton County","461","Rankin","Texas","48","0048","461"
"Uvalde County","463","Uvalde","Texas","48","0048","463"
"Val Verde County","465","Del Rio","Texas","48","0048","465"
"Van Zandt County","467","Canton","Texas","48","0048","467"
"Victoria County","469","Victoria","Texas","48","0048","469"
"Walker County","471","Huntsville","Texas","48","0048","471"
"Waller County","473","Hempstead","Texas","48","0048","473"
"Ward County","475","Monahans","Texas","48","0048","475"
"Washington County","477","Brenham","Texas","48","0048","477"
"Webb County","479","Laredo","Texas","48","0048","479"
"Wharton County","481","Wharton","Texas","48","0048","481"
"Wheeler County","483","Wheeler","Texas","48","0048","483"
"Wichita County","485","Wichita Falls","Texas","48","0048","485"
"Wilbarger County","487","Vernon","Texas","48","0048","487"
"Willacy County","489","Raymondville","Texas","48","0048","489"
"Williamson County","491","Georgetown","Texas","48","0048","491"
"Wilson County","493","Floresville","Texas","48","0048","493"
"Winkler County","495","Kermit","Texas","48","0048","495"
"Wise County","497","Decatur","Texas","48","0048","497"
"Wood County","499","Quitman","Texas","48","0048","499"
"Yoakum County","501","Plains","Texas","48","0048","501"
"Young County","503","Graham","Texas","48","0048","503"
"Zapata County","505","Zapata","Texas","48","0048","505"
"Zavala County","507","Crystal City","Texas","48","0048","507"
"Beaver County","1","Beaver","Utah","49","0049","001"
"Box Elder County","3","Brigham City","Utah","49","0049","003"
"Cache County","5","Logan","Utah","49","0049","005"
"Carbon County","7","Price","Utah","49","0049","007"
"Daggett County","9","Manila","Utah","49","0049","009"
"Davis County","11","Farmington","Utah","49","0049","011"
"Duchesne County","13","Duchesne","Utah","49","0049","013"
"Emery County","15","Castle Dale","Utah","49","0049","015"
"Garfield County","17","Panguitch","Utah","49","0049","017"
"Grand County","19","Moab","Utah","49","0049","019"
"Iron County","21","Parowan","Utah","49","0049","021"
"Juab County","23","Nephi","Utah","49","0049","023"
"Kane County","25","Kanab","Utah","49","0049","025"
"Millard County","27","Fillmore","Utah","49","0049","027"
"Morgan County","29","Morgan","Utah","49","0049","029"
"Piute County","31","Junction","Utah","49","0049","031"
"Rich County","33","Randolph","Utah","49","0049","033"
"Salt Lake County","35","Salt Lake City","Utah","49","0049","035"
"San Juan County","37","Monticello","Utah","49","0049","037"
"Sanpete County","39","Manti","Utah","49","0049","039"
"Sevier County","41","Richfield","Utah","49","0049","041"
"Summit County","43","Coalville","Utah","49","0049","043"
"Tooele County","45","Tooele","Utah","49","0049","045"
"Uintah County","47","Vernal","Utah","49","0049","047"
"Utah County","49","Provo","Utah","49","0049","049"
"Wasatch County","51","Heber City","Utah","49","0049","051"
"Washington County","53","St. George","Utah","49","0049","053"
"Wayne County","55","Loa","Utah","49","0049","055"
"Weber County","57","Ogden","Utah","49","0049","057"
"Addison County","1","Middlebury","Vermont","50","0050","001"
"Bennington County","3","Bennington and Manchester","Vermont","50","0050","003"
"Caledonia County","5","St. Johnsbury","Vermont","50","0050","005"
"Chittenden County","7","Burlington","Vermont","50","0050","007"
"Essex County","9","Guildhall","Vermont","50","0050","009"
"Franklin County","11","St. Albans (city)","Vermont","50","0050","011"
"Grand Isle County","13","North Hero","Vermont","50","0050","013"
"Lamoille County","15","Hyde Park (town)","Vermont","50","0050","015"
"Orange County","17","Chelsea","Vermont","50","0050","017"
"Orleans County","19","Newport (city)","Vermont","50","0050","019"
"Rutland County","21","Rutland (city)","Vermont","50","0050","021"
"Washington County","23","Montpelier","Vermont","50","0050","023"
"Windham County","25","Newfane","Vermont","50","0050","025"
"Windsor County","27","Woodstock","Vermont","50","0050","027"
"Accomack County","1","Accomac","Virginia","51","0051","001"
"Albemarle County","3","Charlottesville","Virginia","51","0051","003"
"Alleghany County","5","Covington","Virginia","51","0051","005"
"Amelia County","7","Amelia Court House","Virginia","51","0051","007"
"Amherst County","9","Amherst","Virginia","51","0051","009"
"Appomattox County","11","Appomattox","Virginia","51","0051","011"
"Arlington County","13","Arlington","Virginia","51","0051","013"
"Augusta County","15","Staunton","Virginia","51","0051","015"
"Bath County","17","Warm Springs","Virginia","51","0051","017"
"Bedford County","19","Bedford","Virginia","51","0051","019"
"Bland County","21","Bland","Virginia","51","0051","021"
"Botetourt County","23","Fincastle","Virginia","51","0051","023"
"Brunswick County","25","Lawrenceville","Virginia","51","0051","025"
"Buchanan County","27","Grundy","Virginia","51","0051","027"
"Buckingham County","29","Buckingham","Virginia","51","0051","029"
"Campbell County","31","Rustburg","Virginia","51","0051","031"
"Caroline County","33","Bowling Green","Virginia","51","0051","033"
"Carroll County","35","Hillsville","Virginia","51","0051","035"
"Charles City County","36","Charles City","Virginia","51","0051","036"
"Charlotte County","37","Charlotte Court House","Virginia","51","0051","037"
"Chesterfield County","41","Chesterfield","Virginia","51","0051","041"
"Clarke County","43","Berryville","Virginia","51","0051","043"
"Craig County","45","New Castle","Virginia","51","0051","045"
"Culpeper County","47","Culpeper","Virginia","51","0051","047"
"Cumberland County","49","Cumberland","Virginia","51","0051","049"
"Dickenson County","51","Clintwood","Virginia","51","0051","051"
"Dinwiddie County","53","Dinwiddie","Virginia","51","0051","053"
"Essex County","57","Tappahannock","Virginia","51","0051","057"
"Fairfax County","59","Fairfax","Virginia","51","0051","059"
"Fauquier County","61","Warrenton","Virginia","51","0051","061"
"Floyd County","63","Floyd","Virginia","51","0051","063"
"Fluvanna County","65","Palmyra","Virginia","51","0051","065"
"Franklin County","67","Rocky Mount","Virginia","51","0051","067"
"Frederick County","69","Winchester","Virginia","51","0051","069"
"Giles County","71","Pearisburg","Virginia","51","0051","071"
"Gloucester County","73","Gloucester","Virginia","51","0051","073"
"Goochland County","75","Goochland","Virginia","51","0051","075"
"Grayson County","77","Independence","Virginia","51","0051","077"
"Greene County","79","Stanardsville","Virginia","51","0051","079"
"Greensville County","81","Emporia","Virginia","51","0051","081"
"Halifax County","83","Halifax","Virginia","51","0051","083"
"Hanover County","85","Hanover","Virginia","51","0051","085"
"Henrico County","87","Richmond","Virginia","51","0051","087"
"Henry County","89","Martinsville","Virginia","51","0051","089"
"Highland County","91","Monterey","Virginia","51","0051","091"
"Isle of Wight County","93","Isle of Wight","Virginia","51","0051","093"
"James City County","95","Williamsburg","Virginia","51","0051","095"
"King and Queen County","97","King and Queen Court House","Virginia","51","0051","097"
"King George County","99","King George","Virginia","51","0051","099"
"King William County","101","King William","Virginia","51","0051","101"
"Lancaster County","103","Lancaster","Virginia","51","0051","103"
"Lee County","105","Jonesville","Virginia","51","0051","105"
"Loudoun County","107","Leesburg","Virginia","51","0051","107"
"Louisa County","109","Louisa","Virginia","51","0051","109"
"Lunenburg County","111","Lunenburg","Virginia","51","0051","111"
"Madison County","113","Madison","Virginia","51","0051","113"
"Mathews County","115","Mathews","Virginia","51","0051","115"
"Mecklenburg County","117","Boydton","Virginia","51","0051","117"
"Middlesex County","119","Saluda","Virginia","51","0051","119"
"Montgomery County","121","Christiansburg","Virginia","51","0051","121"
"Nelson County","125","Lovingston","Virginia","51","0051","125"
"New Kent County","127","New Kent","Virginia","51","0051","127"
"Northampton County","131","Eastville","Virginia","51","0051","131"
"Northumberland County","133","Heathsville","Virginia","51","0051","133"
"Nottoway County","135","Nottoway","Virginia","51","0051","135"
"Orange County","137","Orange","Virginia","51","0051","137"
"Page County","139","Luray","Virginia","51","0051","139"
"Patrick County","141","Stuart","Virginia","51","0051","141"
"Pittsylvania County","143","Chatham","Virginia","51","0051","143"
"Powhatan County","145","Powhatan","Virginia","51","0051","145"
"Prince Edward County","147","Farmville","Virginia","51","0051","147"
"Prince George County","149","Prince George","Virginia","51","0051","149"
"Prince William County","153","Manassas","Virginia","51","0051","153"
"Pulaski County","155","Pulaski","Virginia","51","0051","155"
